Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006662665710340152,-0.00600469343217297,-0.0002440559787043199,-0.0012695335058430545,-0.001653640006070903,0.00267692073758329,0.006703641750472619,0.00013754911163127705,0.0017601297488950797,0.0005740721137595062
0.0044635256193300285,-0.0025091170780578527,0.004295166545269618,0.004920856255282318,0.004593037085836735,-0.003404450385257579,-0.0012492343193662044,0.0006314292036794097,-0.006702595443350129,0.0067421598493081145
-0.0028552646004387948,-0.00074580009427058,-0.006464209456595924,-0.006985174179629797,-0.00514659190659443,-0.00187571701794202,0.0001265725165434094,-0.0024984901352872865,-0.0018220244597383414,-0.004694730941082353
0.0022334272242382734,0.006572109520661036,0.002976168169533513,0.003966009111063787,0.0012911578171019415,-0.006936381917089539,-0.005224875018659017,0.0015472898799230282,-0.0003818590097255092,0.0015716671207386614
0.009707037349673077,0.00478679756958633,0.008560543083811111,0.0019037092849524026,-0.0012128576249629153,0.0019195219254216583,-0.0017783381493808655,0.008710825467709874,0.006145339528593284,0.004076851484486999
0.010035498816610127,-0.00622643177174874,0.008721740969184532,-0.003321889254980042,0.004489893170640183,0.0031299180245480305,0.007340657737397975,0.00551009280729282,0.011392940468106632,0.0012602994116415822
0.005907140628278364,0.0026013900763339932,-0.0036270524618831125,-0.0025214996772701093,0.0021659617537937528,0.007586464108468481,0.00461128423817509,-0.002468962398967713,0.0025996318599292505,0.011093873054426618
0.006023968144387673,0.002460273893741748,0.010468888912744626,0.006703170283274812,0.0040459473257321785,0.008416873154253051,0.0044984838888172595,0.009468918312491659,0.008174373186331489,0.007888322139507343
-0.003322564888466741,-0.0036694079822943604,0.005373966899573142,0.0008288421518782982,0.002599307888737397,-0.00032973722501553076,0.004510248025404907,-0.0020431855422868082,0.0006264822802039629,0.0038004709828626097
-0.0005002774698472902,-0.006923363657100812,0.0013992540165098893,-0.0006349829069201984,-0.008727860875477837,-0.0034485962545120477,-0.0071133582701325,-0.00373347328842241,-0.006190401003316949,-0.005262203666590385
-0.0066265591454537295,0.0027220947971484223,-0.008217780853263194,-0.005170859640618953,0.0003648762083098217,0.005277508454087755,-0.0033568769129357907,0.001125696836006089,0.0027212399535002495,0.0015835192985766357
-0.005706441780196372,-0.008128753945298254,-0.016652402861663203,-0.0029364447988944288,0.001049091496947317,-0.009090550696178536,-0.001297077852655321,-0.008481959438128609,-0.004503450980914669,-0.0010912426224914818
-0.007903132861514816,-0.002765924897893719,-0.009339156027623797,0.0007316652998424703,-0.003927148110064562,-0.005192826689487247,0.0010987764421747806,-0.002978732937178911,-0.009396436351709912,-0.005716667578438949
0.0034678146577469347,0.0033210256368981657,0.017772159391406812,0.0031626754815322054,-0.005593701511705667,0.0002946748787448489,-0.005669527093773101,0.0014277908239658864,-0.005038937152379508,-0.0009272592084896663
-0.006924791849773764,0.001632142529577759,-0.0007064858191407016,0.0011218112335246078,-0.0011277247799532232,-0.006919867471555677,0.001531678471758372,0.0069630746014309125,0.000694384255040368,-0.002671512983234333
-0.006252211564248814,-0.0036154246768093914,0.002921747354073089,0.005153463882315757,0.0015861053062963763,0.0035003904950912396,0.0030118157870675957,0.0019141039706532788,-0.00293769376912483,0.0002956790558699827
-0.00556610761640571,-0.0009459355219549157,-0.0008020017036470622,0.006681650472697873,-0.0073272251006758805,-0.00037318389833628966,0.004122204790973868,0.0004314229348152069,0.0005925622302733868,-0.00024296731179932247
0.005728361191706453,-0.004725775204354577,-0.008353190022660231,8.650060709731422e-05,-0.010074949256449318,0.004089256193931033,0.004409841281309208,-0.003407017199138364,-0.003114950406988102,-0.0016917459814630475
0.004749676504980776,0.003977460446116783,0.008898136221150495,0.001427141169609265,0.008293899751430479,0.005770282115291695,0.000953365787235818,0.009652000610187202,-0.001230067449042182,0.0033755415879807966
0.012286395302962896,0.0028110098634131554,0.012432180840401685,0.006358263658561413,0.0033176183586847343,0.0072456792508842835,0.0067530148002400234,0.005356140935871275,0.019076178189614622,0.004126711256508024
